50
5
7
1
6
15
13
15
6
5
14
9
8
7
10
2
12
13
13
12
11
3
9
9
8
1
11
6
8
9
6
14
0
7
4
12
9
0
13
2
5
11
8
12
7
14
8
5
1
14
9
0,-37.6656,71.3022
1,93.164,-39.2204
2,-59.6426,-24.3858
3,46.9846,58.8355
4,-23.0117,-15.6223
5,-18.1378,-77.7386
6,-14.365,-48.4815
7,-65.0047,82.6387
8,65.3327,83.64
9,63.3155,25.4181
10,59.4957,-29.1393
11,-41.3013,23.1253
12,55.0035,-98.2653
13,-63.867,40.7278
14,-86.1747,-64.3295
15,-71.0896,-49.0446
16,29.2628,-87.0166
17,98.1183,70.2777
18,17.3607,95.8641
19,-91.8701,-18.3301
20,37.1787,38.349
21,19.6994,-22.7024
22,32.2571,-54.8282
23,-9.83395,91.4145
24,41.6625,2.89009
25,-6.37208,10.6922
26,-85.1893,91.6386
27,98.8512,-9.44922
28,-51.9185,-0.285543
29,-63.2062,-77.7104
30,79.4889,-67.9798
31,5.09964,43.9697
32,-92.391,-81.7686
33,-93.3732,18.6612
34,-15.218,41.6761
35,-88.132,69.5383
36,10.3331,66.0289
37,93.4229,-97.9717
38,17.6978,23.5364
39,94.4593,26.5233
40,26.1615,8.70452
41,-44.407,-56.8613
42,25.2989,69.5555
43,73.7917,-4.92933
44,-48.6378,-94.7721
45,-73.8061,15.4651
46,82.2708,94.3285
47,-50.5878,99.03
48,71.7145,59.0801
49,-99.4249,-53.0293
0,-38.2112,70.7684
1,93.5458,-39.4822
2,-58.9688,-24.3991
3,46.205,58.9965
4,-23.8493,-15.4967
5,-19.0262,-78.3891
6,-15.0085,-47.9531
7,-64.9381,81.9333
8,65.2959,83.3296
9,62.9125,25.8376
10,59.3704,-29.8335
11,-41.3504,23.1364
12,54.4476,-97.5347
13,-63.1073,40.1741
14,-85.5398,-65.145
15,-71.7652,-48.2315
16,29.5453,-86.5089
17,99.0668,70.0586
18,17.8741,96.7268
19,-91.1893,-18.5947
20,36.3647,38.1444
21,20.3048,-22.2033
22,32.0651,-54.2984
23,-8.86695,92.1259
24,41.1338,3.82216
25,-5.38296,9.70787
26,-84.7201,90.721
27,99.5576,-8.58999
28,-51.5229,-0.192459
29,-63.8966,-78.2355
30,79.571,-68.2089
31,4.87323,44.0754
32,-92.5891,-82.2539
33,-93.9364,18.0382
34,-15.0242,41.2844
35,-87.9028,69.3424
36,10.5222,65.9686
37,93.3488,-97.7833
38,17.7672,24.4937
39,94.0466,26.7232
40,25.5839,9.48241
41,-43.788,-57.7058
42,25.2012,70.2971
43,72.963,-4.15045
44,-49.2745,-94.929
45,-73.4205,15.075
46,81.8014,93.4828
47,-50.3573,98.2098
48,71.8721,59.2583
49,-99.1297,-52.4924
0,-38.7568,70.2344
1,93.9273,-39.7438
2,-58.2949,-24.4123
3,45.4253,59.1573
4,-24.687,-15.3712
5,-19.9147,-79.0391
6,-15.6521,-47.4247
7,-64.8712,81.2278
8,65.2591,83.0189
9,62.5092,26.257
10,59.2452,-30.5275
11,-41.3997,23.1475
12,53.8916,-96.8038
13,-62.3473,39.6201
14,-84.9049,-65.9601
15,-72.4408,-47.4187
16,29.8278,-86.001
17,100.015,69.8394
18,18.3873,97.589
19,-90.5083,-18.8595
20,35.5505,37.9396
21,20.91,-21.7041
22,31.873,-53.7684
23,-7.89998,92.8369
24,40.6044,4.75442
25,-4.39375,8.72361
26,-84.2505,89.803
27,100.264,-7.73088
28,-51.1273,-0.0993866
29,-64.5871,-78.7601
30,79.6529,-68.4379
31,4.64688,44.1811
32,-92.7866,-82.7383
33,-94.4992,17.4151
34,-14.8301,40.8926
35,-87.6732,69.1463
36,10.7114,65.9079
37,93.2746,-97.5946
38,17.8367,25.4507
